0	0.8
1	0.010096
2	0.003032
3	0.002344
4	0.00232
5	0.00226
6	0.00236
7	0.002436
8	0.002588
9	0.002808
10	0.002772
11	0.00314
12	0.002816
13	0.002872
14	0.00284
15	0.002964
16	0.00302
17	0.003168
18	0.003208
19	0.003372
20	0.003368
21	0.0035
22	0.003256
23	0.003312
24	0.003284
25	0.003468
26	0.00348
27	0.00368
28	0.003464
29	0.00368
30	0.003436
31	0.003472
32	0.003328
33	0.003428
34	0.003444
35	0.003576
36	0.003628
37	0.00366
38	0.003596
39	0.003668
40	0.003732
41	0.003764
42	0.003792
43	0.003676
44	0.003808
45	0.003712
46	0.003832
47	0.003608
48	0.003708
49	0.003676
50	0.003716
51	0.003808
52	0.00382
53	0.004036
54	0.003664
55	0.003884
56	0.003836
57	0.004004
58	0.003976
59	0.004096
60	0.004004
61	0.004064
62	0.00408
63	0.004024
64	0.003968
65	0.004016
66	0.0039
67	0.003948
68	0.003932
69	0.00382
70	0.003664
71	0.003744
72	0.003696
73	0.003836
74	0.003756
75	0.003924
76	0.003888
77	0.003884
78	0.003948
79	0.003976
80	0.003864
81	0.003936
82	0.003856
83	0.00386
84	0.003908
85	0.003988
86	0.003904
87	0.004104
88	0.003964
89	0.004016
90	0.004136
91	0.004016
92	0.00412
93	0.004136
94	0.004092
95	0.004244
96	0.004024
97	0.004128
98	0.004092
99	0.003984
100	0.0042
101	0.004208
102	0.00428
103	0.004368
104	0.004308
105	0.004364
106	0.004276
107	0.004372
108	0.0044
109	0.004604
110	0.004592
111	0.00462
112	0.004596
113	0.004552
114	0.004512
115	0.004672
116	0.004648
117	0.004532
118	0.004676
119	0.004576
120	0.004516
121	0.004624
122	0.004608
123	0.004768
124	0.004704
125	0.004788
126	0.004972
127	0.004836
128	0.004848
129	0.004844
130	0.004796
131	0.004908
132	0.004808
133	0.004832
134	0.00484
135	0.004776
136	0.004888
137	0.004836
138	0.005104
139	0.004796
140	0.004896
141	0.004968
142	0.005036
143	0.00518
144	0.004932
145	0.005052
146	0.00514
147	0.005156
148	0.005156
149	0.005056
150	0.005044
151	0.005344
152	0.00506
153	0.005152
154	0.004956
155	0.005124
156	0.005136
157	0.005016
158	0.005044
159	0.005012
160	0.005144
161	0.005192
162	0.005168
163	0.005116
164	0.005188
165	0.005108
166	0.005164
167	0.005088
168	0.005252
169	0.005252
170	0.005364
171	0.005372
172	0.005308
173	0.00528
174	0.005292
175	0.005252
176	0.00528
177	0.005224
178	0.0052
179	0.005288
180	0.005192
181	0.005264
182	0.0052
183	0.005404
184	0.005076
185	0.005152
186	0.005044
187	0.005036
188	0.0051
189	0.005032
190	0.00508
191	0.005056
192	0.005156
193	0.00512
194	0.005156
195	0.005152
196	0.00524
197	0.005076
198	0.005084
199	0.0051
200	0.005236
201	0.00514
202	0.00532
203	0.005164
204	0.005232
205	0.005108
206	0.005112
207	0.005104
208	0.005132
209	0.005212
210	0.005248
211	0.005092
212	0.00524
213	0.0051
214	0.005252
215	0.00514
216	0.005128
217	0.005216
218	0.005128
219	0.005108
220	0.004956
221	0.005104
222	0.005136
223	0.005108
224	0.004968
225	0.005
